symbol,assetid_norgate,securityname_norgate,exchange_name,exchange_name_full,base_type,subtype1,subtype2,subtype3,financial_summary,business_summary,first_quoted_date
IEO,203266,iShares US Oil & Gas Exploration & Production ETF,Cboe BZX,Cboe BZX,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares U.S. Oil & Gas Exploration & Production ETF, formerly iShares Dow Jones U.S. Oil & Gas Exploration & Production Index Fund (the Fund), is an exchange traded fund. The Fund seeks investment results that correspond generally to the price and yield performance of the Dow Jones U.S. Select Oil Exploration & Production Index (the Index). The Index measures the performance of the oil exploration and production sub-sector of the United States equity market, and includes companies that are engaged in the exploration for and extraction, production, refining, and supply of oil and gas products. The Fund invests in a representative sample of securities included in the Index that collectively has an investment profile similar to the Index. Due to the use of representative sampling, the Fund may or may not hold all of the securities that are included in the Index. The Fund's investment advisor is BlackRock Fund Advisors.",5/5/06
IEUS,361151,iShares MSCI Europe Small-Cap ETF,Nasdaq,Nasdaq,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,19/11/07
IEV,136168,iShares Europe ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares Europe ETF (the Fund), formerly iShares S&P Europe 350 Index Fund, is an exchange-traded fund (ETF). The Fund seeks investment results that correspond generally to the price and yield performance of the S&P Europe 350 (the Index). The Index measures the performance of the stocks of companies in the countries, which includes Austria, Belgium, Denmark, Finland, France, Germany, Greece, Ireland, Italy, Luxembourg, the Netherlands, Norway, Portugal, Spain, Sweden, Switzerland and the United Kingdom. The Fund generally invests at least 90% of its assets in securities of the Index and in depositary receipts representing securities of the Index. The Fund's investment advisor is BlackRock Fund Advisors.",28/7/00
IEZ,203267,iShares US Oil Equipment & Services ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares U.S. Oil Equipment & Services ETF (the Fund), formerly iShares Dow Jones U.S. Oil Equipment & Services Index Fund, is an exchange-traded fund (ETF). The Fund seeks investment results that correspond generally to the price and yield performance of the Dow Jones U.S. Select Oil Equipment & Services Index (the Index). The Index measures the performance of the oil equipment and services sector of the United States equity market, and includes companies that are suppliers of equipment or services to oil fields and offshore platforms, such as drilling, exploration, engineering, logistics, seismic information services and platform construction. The Fund invests in a representative sample of securities included in the Index that collectively has an investment profile similar to the Index. Due to the use of representative sampling, the Fund may or may not hold all of the securities that are included in the Index. The Fund's investment advisor is BlackRock Fund Advisors.",5/5/06
IFGL,361149,iShares International Developed Real Estate ETF,Nasdaq,Nasdaq,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,19/11/07
IGE,136128,iShares North American Natural Resources ETF,Cboe BZX,Cboe BZX,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares North American Natural Resources ETF, formerly iShares S&P North American Natural Resources Sector Index Fund (the Fund), is an exchange-traded fund. The Fund seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of U.S.-traded natural resource-related stocks as represented by the S&P North American Natural Resources Sector Index (the Index). The Index has been developed as an equity benchmark for the United States-traded natural resource related stocks. The Fund invests in sectors, such as oil gas & consumable fuels, energy equipment & services, metals & mining, containers & packaging, paper & forest products, construction materials and S-T Securities. BlackRock Fund Advisors (BFA) serves as the investment adviser to the Fund.",26/10/01
IGF,358914,iShares Global Infrastructure ETF,Nasdaq,Nasdaq,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares Global Infrastructure ETF, formerly iShares S&P Global Infrastructure Index Fund (the Fund), seeks investment results that correspond generally to the price and yield performance of the S&P Global Infrastructure Index (the Index). The Index is designed to track performance of the stocks of large infrastructure companies in developed markets, or whose stocks are listed on developed market exchanges around the world. The Index includes companies involved in utilities, energy and transportation infrastructure, such as the management or ownership of oil and gas storage and transportation; airport services; highways and rail tracks; marine ports and services and electric, gas and water utilities. The Fund invests in a representative sample of securities included in the Index that has an investment profile similar to the Index. The Fund's investment advisor is BlackRock Fund Advisors (BFA).",12/12/07
IGIB,239756,iShares 5-10 Yr Investment Grade Corporate Bond ETF,Nasdaq,Nasdaq,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares Intermediate Credit Bond ETF, formerly iShares Barclays Intermediate Credit Bond Fund (the Fund), is an exchange-traded fund. The Fund is an exchange traded fund. The Fund seeks results, which correspond to the price and yield performance, before fees and expense, of the investment grade credit sector of the United States bond market as defined by the Barclays U.S. Intermediate Credit Bond Index (the Index). The Index measures the performance of investment grade corporate debt and sovereign, supranational, local authority and non- United States agency bonds, which are the United States dollar denominated and have a remaining maturity of greater than or equal to one year and less than 10 years. The Fund's investments include industrial, financial institution, supranational, utility, agencies, sovereign, financial, local authorities and S-T Securities. BlackRock Fund Advisors acts as investment adviser of the Fund.",11/1/07
IGLB,479351,iShares 10+ Year Investment Grade Corp Bond ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares 10+ Year Credit Bond Fund ETF (the Fund) seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of The BofA Merrill Lynch 10+ Year United States Corporate & Yankees Index (the Underlying Index), which includes debt securities issued publicly by United States corporations and United States dollar-denominated, publicly issued debt of non- United States corporations, non- United States government debt and supranational debt. The Fund will generally invest at least 80% of its assets in the securities of its Underlying Index or in depositary receipts representing securities in the Underlying Index. BlackRock Fund Advisors is the investment adviser to the Fund. ",9/12/09
IGM,129054,iShares Expanded Tech Sector ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares North American Tech ETF, formerly iShares S&P North American Technology Sector Index Fund (the Fund), is an exchange-traded fund. The Fund seeks investment results that correspond generally to the price and yield performance, of the United States-traded technology companies, as represented by the S&P North American Technology Sector Index (the Index). The Index has been developed as an equity benchmark for the United States-traded, technology-related stocks. The Fund generally invests at least 90% of its assets in securities of the Index and in depositary receipts representing securities of the Index. BlackRock Fund Advisors (BFA) serves as the investment adviser to the Fund.",19/3/01
IGOV,438595,iShares International Treasury Bond ETF,Nasdaq,Nasdaq,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares International Treasury Bond ETF, formerly iShares S&P/Citigroup International Treasury Bond Fund (the Fund), is an exchange-traded fund. The Fund seeks investment results that correspond to the price and yield performance, of the S&P/Citigroup International Treasury Bond Index Ex US (the Index). The Index is a market value-weighted index designed to measure the performance of bonds denominated in local currencies and issued by foreign governments in developed market countries outside the United States. The Fund invests in a representative sample of securities included in the Index that collectively has an investment profile similar to the Index. The investment advisor of the Fund is BlackRock Fund Advisors. ",29/1/09
IGPT,167579,Invesco AI and Next Gen Software ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"PowerShares Dynamic Software Portfolio (the Fund) is a non-diversified fund. The Fund seeks investment results that correspond generally to the price and yield of the Dynamic Software Intellidex Index (the Index). The Index is designed to provide capital appreciation by evaluating companies based on a variety of investment merit criteria, including fundamental growth, stock valuation, investment timeliness and risk factors. The Index consists of stocks of 30 United States software companies. These are companies that are principally engaged in the research, design, production or distribution of products or processes that relate to software applications and systems, and information-based services. The Fund normally invests at least 90% of its total assets in common stocks that consists of the Index. The Fund's investment advisor is Invesco PowerShares Capital Management LLC.",23/6/05
